mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,overlap0,f
-0.056685786037584326,0.419237652238213,-0.8949699175090827,-0.3268513694574532,-0.05170345041245342,0.2211761244658803,0.7534148722288986,1.0004954586586867,8837,1,0.5509333333333334
-0.4817741350317704,0.5543731458603419,-1.6435400722560072,-0.8252410953990443,-0.462967580544405,-0.11103737463276592,0.5478776326499797,1.0005055897980883,5950,1,0.8142
0.7001938232937223,0.36199609035121416,0.049816073354834706,0.4519944754942388,0.6813981168013121,0.91834857065035,1.483272796627559,1.0005271267520648,15000,0,0.9824666666666667
0.15093778283462725,0.3446847935603153,-0.5297297775086423,-0.07194249515942693,0.15500407129280808,0.37567336202378143,0.817578132294692,1.0005002861312389,15000,1,0.6767333333333333
-0.2999985573897301,0.3922901431100187,-1.0756795598448512,-0.5583122816743681,-0.30194781581039665,-0.04541216257300221,0.48050466835648503,1.0001366064520305,15000,1,0.7867333333333333
-0.6143464049242597,0.4602197355126186,-1.5428824515565647,-0.9133843734978443,-0.6075201722729537,-0.3042436370519451,0.2664030507893919,0.9999202358052978,15000,1,0.9135333333333333
0.1271092978219023,0.47717519401079883,-0.7746626824481639,-0.19288264935741567,0.10802009663963645,0.4201364293324267,1.1322918882896367,1.0009320720534387,2763,1,0.5974
-0.1037993568806475,0.18578302088961093,-0.47684212848009,-0.2279667003158463,-0.10160168907097668,0.021337853308388444,0.2558730651350915,1.0000124690037155,15000,1,0.7126
0.20225338980747737,0.15063937725543142,-0.083029302994213,0.09888672791894912,0.19965974465794617,0.30318570163966085,0.4989397661048405,1.0003268937174852,4721,1,0.9099333333333334
-0.07933246300475075,0.3422675340189172,-0.9117690960011927,-0.15833903221642123,-0.01735275031628089,0.05715821543907813,0.46001917290295546,1.0035553397029584,8052,1,0.5803333333333334
-0.0974084937174267,0.3035252447508011,-0.8765823988206123,-0.18606859051353014,-0.02726602853040101,0.0401087661035133,0.3772421403091579,1.0001447596248434,15000,1,0.6134
-0.04146103511496288,0.2531733765571497,-0.6362385428014126,-0.1345198042047377,-0.010131469261805979,0.06561337961159489,0.44903364544915325,1.000125936655641,15000,1,0.5553333333333333
-0.05046051828744478,0.3292397878388839,-0.8581473844782364,-0.13943166680524488,-0.008247119727134045,0.07280228825095232,0.5330059126735696,1.0007692569239761,7459,1,0.5456666666666666
0.02069769453588534,0.209101106078606,-0.4017117735659361,-0.07200191383207072,0.005185530326728215,0.10699344465088476,0.4963825976537713,1.0001484316928244,15000,1,0.533
-0.03179358313838951,0.20582310950566865,-0.49186440777935675,-0.12293900425189869,-0.014144899175057263,0.05772449294916305,0.4105528557092401,0.9999812938303428,15000,1,0.5667333333333333
0.13211326184893168,0.2527711220378854,-0.2438894940941587,-0.00912075435882957,0.06347226340286588,0.23519819365089023,0.7868899402971917,1.000157415266458,13899,1,0.6996666666666667
0.019340430387814706,0.23218584984085788,-0.46092882057587237,-0.07732521563191269,0.00378603191251186,0.10674571502329123,0.5562859481502578,1.0000468249798076,15000,1,0.5255333333333333
0.2516316039026409,0.15900743607675938,-0.048702120816469276,0.1416098139343847,0.24967266983641723,0.35677547239729934,0.5752646317222385,1.0003818007058174,4479,1,0.9473333333333334
-0.5629004528464423,0.6912393739953143,-1.8325448030093487,-1.0052651429974457,-0.5892471875648607,-0.15121349276591467,0.843828398067144,1.0026906239103643,2461,1,0.8138666666666666
-1.2381209838030562,0.2875284312576883,-1.8032735201232108,-1.4286548396292178,-1.2320570214603195,-1.0480082278888474,-0.6817721900489255,1.0009777380289038,2395,0,0.9999333333333333
-0.5065587557300937,1.309347832893347,-3.092292165817551,-1.2984732915274981,-0.4839669081813257,0.25851500666667476,2.1361777898959953,1.000581279851247,7346,1,0.6721333333333334
-0.4775165641246072,1.2822837134952645,-3.020385950288587,-1.2599656539510256,-0.4746110500670794,0.27969680816336046,2.1441429814140998,1.000270861651841,6861,1,0.6631333333333334
-1.6333033586640653,1.4107821705763735,-4.833829049882861,-2.446338004806726,-1.4920633510853007,-0.6632521021495339,0.7131381713086203,1.0000952452634388,15000,1,0.9006666666666666
0.94807709352365,1.29221471950789,-1.2722739547316442,0.08830397854611646,0.8234005727825081,1.6863067534889888,3.8671586275344145,1.0004112843843864,4388,1,0.7765333333333333
2.618697344730756,1.4853947423832246,0.15774728258028242,1.588535111718991,2.4565606431007234,3.482825516314517,5.924515134303961,1.0003297685527297,8970,0,0.9839333333333333
-0.0544625531761259,1.247469586955432,-2.649038857387818,-0.801672223663829,-0.03741203905119708,0.7061252771200887,2.4333946839730283,0.9999331010736091,15000,1,0.5145333333333333
0.6517968911978709,1.1869524928597694,-1.6016895114860088,-0.10815048696887569,0.6041904442006145,1.375092043856902,3.119713200198243,0.9999810169978567,15000,1,0.7162
-1.2324445996266475,1.4191463692593007,-4.508653478684045,-2.0093322738901835,-1.0565845560001268,-0.2798934617361569,1.0978683527671431,1.000188305986386,15000,1,0.8239333333333333
-1.1119687012857102,1.4136305666726106,-4.33316016386285,-1.9068361857323866,-0.943362685567011,-0.15869439108041855,1.207986895998446,1.0014349817507309,2343,1,0.7944666666666667
1.5091650701958514,1.4013091661200077,-0.8267682457177423,0.5548682262090916,1.3569038556989088,2.3064064428073836,4.677149986903576,1.0006810668890662,5437,1,0.8860666666666667
0.3067064593208132,1.2760054757355521,-2.065856959916446,-0.49123765614481624,0.22465482164711645,1.044159916827877,3.0283971688700815,0.9999739032731493,15000,1,0.5849333333333333
-0.7193465558535265,1.3135868932394101,-3.4349034735986197,-1.505763345070904,-0.6852596665131905,0.07918077786613897,1.8518793505072115,1.000668429288745,4588,1,0.7262666666666666
0.8059406949847583,1.3627962287725075,-1.5527415611612365,-0.08674893299386674,0.6633180983418042,1.5441691778861317,3.847406397692084,1.0001754657738577,15000,1,0.7250666666666666
0.2847606429336638,1.440266595628973,-2.259538207358802,-0.6266215914221492,0.15029831891620515,1.0530768692181298,3.4308288414974455,1.0011873458604321,7931,1,0.55
