mean,sd,2.5%,25%,50%,75%,97.5%,Rhat,n.eff,overlap0,f
0.9500921762981185,0.3315978048314169,0.3769479719977676,0.7248728325116989,0.9201363053323877,1.1446520624493242,1.6942825955437533,1.0062307040185332,522,0,0.9996
0.32705287449729775,0.38720556670777145,-0.44401173013892353,0.08032844732743835,0.3267613848907571,0.5734712930276904,1.0944659996503534,1.0012724562245818,15000,1,0.8131333333333334
-0.4934199556891691,0.2780094385814639,-1.0785715354382375,-0.665133648497413,-0.47910329471018454,-0.30825421007094916,0.02638700970758252,1.0018436060048885,1503,1,0.9688
0.191075233898299,0.25460555910113225,-0.31739003710642144,0.026350858296294702,0.18963006936015764,0.3554926856894698,0.7067854649047542,1.0004754558894098,14941,1,0.7840666666666667
-0.7509621811773919,0.33115379942035533,-1.4995908724406948,-0.9427522379942517,-0.7169576326838685,-0.5251950888318373,-0.19480845283590525,1.0034749283576898,723,0,0.9967333333333334
-0.22449565565543797,0.25725132807584244,-0.7393507502706794,-0.39198109410874127,-0.22516420325544512,-0.05799617120760156,0.285292447637083,1.001084703687149,3287,1,0.8174666666666667
-0.8187245950795251,0.3424103763708216,-1.5259269876279677,-1.0312943059475677,-0.8086650589701629,-0.590932362526096,-0.16582621420580196,1.0005847969984196,4661,0,0.9927333333333334
0.2953639980294984,0.10099723388969017,0.09914222622290908,0.22734578782990528,0.29514990846381745,0.3630287616938377,0.49503146348926425,1.000023173647564,15000,0,0.9982666666666666
0.23455136914504623,0.10460307377981304,0.03203193809054395,0.1639334266131786,0.233474409976618,0.305944709161903,0.4394955154247873,0.9999832835707162,15000,0,0.9878666666666667
0.08870068793278035,0.30495699580885205,-0.49925394851693145,-0.10824285139822165,0.07888575242514428,0.2800511440298564,0.7229039890645936,1.0004832340384333,4556,1,0.6104
0.09278206671193306,0.29201428352532566,-0.47113993023300244,-0.09357091668146017,0.0831473960105457,0.2766324019490438,0.6839428339879774,1.0000792679047854,15000,1,0.6245333333333334
-0.24906342051344266,0.40429289179478695,-1.151830938793274,-0.48445702854257994,-0.208422502133931,0.017668204312766,0.4705962941846777,0.9999567941241845,15000,1,0.7308666666666667
-0.004214949671900917,0.4484138884876391,-0.9341596600998343,-0.2643845965609325,-3.26981437743068e-4,0.25889590967363785,0.9129411429989077,1.0001095314702384,15000,1,0.5006
-0.24439465335459584,0.4167152911604791,-1.158156423405,-0.48876994144572633,-0.208107216564073,0.029429777124791237,0.5032201547832771,1.0002397710380586,15000,1,0.7199333333333333
-0.03335345341505026,0.348509037679677,-0.7556879265245046,-0.24628176811888053,-0.028590558683539588,0.1856092720663554,0.6643518853055412,1.0001090350396291,15000,1,0.5392
0.05587367701550075,0.36799658821354375,-0.6904038061193533,-0.1698448060442313,0.04953874072409495,0.2885517019895519,0.7935372794167183,1.0007688504246133,6698,1,0.5626666666666666
-0.08565573413988697,0.36950393914101687,-0.8644298470029842,-0.304639176999173,-0.06635749897424731,0.14511678803246306,0.6261660882604768,1.0002497389066682,13777,1,0.5862
0.12949634500735616,0.31750764154120953,-0.48320148130022766,-0.07496437072691269,0.11389198552074126,0.333453165988046,0.7842202206026286,1.0000034079166273,15000,1,0.6556666666666666
-0.004462602663090837,0.45102875650498103,-0.9406885726545591,-0.2598610606219532,-0.005405103614420016,0.2549369981340298,0.9136408425958097,1.000181793412144,15000,1,0.507
-0.23428752175986442,0.2798763550016206,-0.8137556153871784,-0.41397500338636184,-0.22108520495665673,-0.04114326592453181,0.28463067701057115,1.0000944450456617,14672,1,0.7994
-0.18221753905982696,0.3706361146781753,-0.9901848738864659,-0.4019856785900482,-0.15392014645292473,0.055260283093233324,0.5035587627208881,1.0001646964187905,15000,1,0.6848666666666666
-0.05039233359055393,0.36044717328737186,-0.7964448683231318,-0.26594115420546716,-0.040225863471143125,0.17230315716566863,0.6617279548615751,1.000104308695635,13511,1,0.5504666666666667
0.1508151428448396,0.34124929195796644,-0.5006171169087875,-0.06912685674818411,0.1341001213724805,0.3621971459985608,0.856936619388675,1.0003384042253518,15000,1,0.6698666666666667
-0.05159898722300579,0.2807328212307965,-0.6335134679925113,-0.22680669790143876,-0.04439490930831106,0.13159308803234276,0.49346122942054127,1.0000963236609581,15000,1,0.5669333333333333
-0.036960914606511394,0.36086029574272627,-0.7823392072352437,-0.2577890923674152,-0.02619568945149267,0.18390205674831756,0.6835215870211144,1.0003620356853644,8541,1,0.5366
0.5624840394023499,0.3203123458180953,-0.00878188709381233,0.33186000893302947,0.5540331086580701,0.7779697238056911,1.2106373792596583,0.9999377974127419,15000,1,0.9716
-0.254526552252649,0.30607462418561593,-0.9070556566305903,-0.4460952791078884,-0.23459422748011088,-0.043447787201996484,0.3027429353761757,0.9999802859317023,15000,1,0.8012666666666667
-0.5223437573556298,0.3953846691089158,-1.41299438605418,-0.765621477151932,-0.4860616153356673,-0.23478001507820506,0.12658579035584674,1.000259465826928,9069,1,0.9300666666666667
0.1078265859968535,0.3619072147382965,-0.5821044581673421,-0.12144619535143428,0.08647975360304819,0.32885475553662896,0.8624581109726988,1.000064849248063,15000,1,0.6119333333333333
-0.043587914374513426,0.40309322872347797,-0.8983613985841334,-0.2846689942816697,-0.027813185947970887,0.20172756489591998,0.7406646837415775,1.0001931998649634,7596,1,0.5336666666666666
0.17186093824058588,0.29793270682362705,-0.38594167610020086,-0.02644664432547541,0.15652226479685527,0.36369289788185144,0.7919260332665229,1.000015681289575,15000,1,0.715
-0.011622152875526493,0.34522727904580847,-0.7131670594010282,-0.2222169422234378,-0.00601431055320617,0.20117686419888797,0.6797281080987885,1.000030338305166,15000,1,0.508
-0.0025363470808148435,0.44940397378221286,-0.9268855155832226,-0.26178070121210517,5.131820358396377e-4,0.25251452336547286,0.9342572046383739,1.0000052338160352,15000,1,0.4992
0.10008368865831185,0.32279903255750353,-0.5256850806124791,-0.1043541982345801,0.08605599815237773,0.2969269580831893,0.775701282504876,1.000323001886317,5012,1,0.6179333333333333
0.12668493427350408,0.3832694527202282,-0.6054206692631732,-0.11073347150454294,0.10580976195241351,0.35584615720811874,0.9357206810770283,1.0001123751398207,15000,1,0.6293333333333333
